gender,weight,height,age,activity_level,calories_needed
female,60,174,23,sedentary,1694
male,53,160,22,extra_active,2392
female,57,167,22,sedentary,1611
male,63,183,19,sedentary,1821
female,74,161,24,moderate_exercise,2271
male,72,153,19,light_exercise,1953
female,85,166,22,extra_active,3071
female,57,162,19,very_active,2288
female,66,157,21,moderate_exercise,2132
female,82,152,18,moderate_exercise,2354
female,76,170,24,moderate_exercise,2389
female,43,158,18,sedentary,1400
male,93,153,23,moderate_exercise,2496
female,42,154,18,light_exercise,1556
female,80,154,20,light_exercise,2065
male,87,181,20,light_exercise,2393
female,48,154,18,very_active,2055
female,72,160,24,moderate_exercise,2230
female,86,177,18,light_exercise,2358
female,76,152,19,moderate_exercise,2254
female,70,150,19,extra_active,2625
male,52,173,22,moderate_exercise,2062
female,75,173,18,extra_active,3002
female,56,171,21,sedentary,1635
male,63,166,19,moderate_exercise,2188
male,95,174,21,very_active,3056
male,61,162,20,light_exercise,1872
male,97,184,19,sedentary,2237
female,41,158,20,extra_active,2159
male,81,183,18,moderate_exercise,2639
female,77,179,23,sedentary,1935
female,70,150,21,very_active,2366
male,86,187,20,light_exercise,2431
female,75,172,24,moderate_exercise,2393
male,99,184,24,moderate_exercise,2881
male,60,169,20,moderate_exercise,2163
male,73,161,19,sedentary,1776
female,86,159,24,moderate_exercise,2438
female,46,173,22,very_active,2191
male,60,178,22,light_exercise,1982
male,73,168,18,extra_active,2905
male,80,158,22,light_exercise,2085
male,89,151,24,sedentary,1863
male,60,171,21,moderate_exercise,2174
male,60,193,20,sedentary,1854
male,65,180,22,very_active,2594
female,40,177,19,sedentary,1500
female,61,151,19,sedentary,1557
female,77,168,20,moderate_exercise,2416
female,60,156,21,moderate_exercise,2029
male,61,182,23,light_exercise,2023
female,44,154,18,very_active,1986
male,99,159,19,very_active,2980
male,93,155,23,very_active,2799
female,82,153,24,light_exercise,2056
female,66,162,21,very_active,2426
male,86,155,19,extra_active,2988
female,55,177,23,light_exercise,1898
female,76,177,19,very_active,2778
male,88,155,18,sedentary,1917
male,67,165,24,sedentary,1704
male,54,159,24,very_active,2161
female,53,150,24,sedentary,1424
male,98,161,24,moderate_exercise,2643
female,62,160,18,extra_active,2601
male,76,155,19,sedentary,1767
female,55,160,18,moderate_exercise,2013
male,73,171,20,extra_active,2922
female,50,157,23,very_active,2079
female,63,163,22,very_active,2377
male,75,176,21,moderate_exercise,2455
male,61,166,24,light_exercise,1879
male,72,184,20,moderate_exercise,2494
male,89,152,22,extra_active,2981
male,98,160,23,very_active,2939
female,85,167,18,moderate_exercise,2546
female,83,176,20,extra_active,3171
male,81,154,23,light_exercise,2058
female,42,164,19,moderate_exercise,1843
female,63,176,22,light_exercise,2006
female,55,169,23,moderate_exercise,2062
female,58,155,19,extra_active,2456
male,81,161,18,very_active,2700
female,46,155,23,very_active,1988
male,68,175,21,extra_active,2865
male,86,150,23,sedentary,1826
female,75,167,18,sedentary,1851
male,95,163,22,light_exercise,2334
male,90,168,21,light_exercise,2316
male,60,163,20,extra_active,2580
female,69,176,23,extra_active,2877
male,98,160,20,extra_active,3266
male,79,152,24,light_exercise,2006
male,53,193,22,light_exercise,2015
male,85,188,21,very_active,3034
male,75,155,24,moderate_exercise,2229
male,58,156,21,extra_active,2449
female,61,151,19,extra_active,2466
female,66,176,19,moderate_exercise,2331
male,98,156,23,light_exercise,2309
female,48,179,20,light_exercise,1839
female,41,171,23,moderate_exercise,1864
male,90,177,19,extra_active,3325
male,68,173,20,sedentary,1800
male,52,185,24,extra_active,2651
female,57,168,21,moderate_exercise,2099
female,66,163,20,moderate_exercise,2198
male,53,154,18,light_exercise,1707
female,74,157,20,light_exercise,2008
female,72,168,24,moderate_exercise,2308
male,90,192,24,sedentary,2183
female,88,174,23,very_active,2918
male,72,189,24,very_active,2795
female,88,164,19,light_exercise,2267
male,55,190,23,moderate_exercise,2265
female,80,155,19,extra_active,2874
female,86,171,21,very_active,2868
male,92,175,24,moderate_exercise,2686
female,60,160,19,moderate_exercise,2083
male,58,184,19,very_active,2543
female,60,172,21,sedentary,1691
female,45,173,23,light_exercise,1726
male,55,181,20,moderate_exercise,2201
male,50,183,24,light_exercise,1874
male,58,185,23,sedentary,1752
male,92,199,22,extra_active,3596
male,73,161,23,very_active,2519
male,83,199,18,extra_active,3463
male,65,160,24,light_exercise,1882
female,47,172,23,moderate_exercise,1967
male,68,197,24,sedentary,1956
male,61,182,18,light_exercise,2058
male,60,166,24,extra_active,2577
male,87,173,24,moderate_exercise,2589
female,56,150,19,sedentary,1490
female,66,175,20,moderate_exercise,2314
female,43,179,20,sedentary,1545
female,80,156,21,very_active,2603
female,55,170,19,light_exercise,1865
female,73,156,21,extra_active,2734
female,51,178,18,moderate_exercise,2126
male,55,195,18,sedentary,1821
female,72,167,22,extra_active,2836
female,72,177,23,very_active,2674
female,63,155,23,very_active,2282
male,80,157,20,extra_active,2888
female,65,172,20,light_exercise,2013
male,75,157,22,very_active,2519
female,58,164,19,very_active,2327
female,49,151,19,extra_active,2238
male,54,189,22,light_exercise,1994
female,40,153,23,light_exercise,1485
male,62,169,23,extra_active,2660
male,50,185,20,very_active,2407
female,61,174,24,extra_active,2691
male,84,153,23,extra_active,2888
female,83,170,22,moderate_exercise,2513
female,47,168,20,light_exercise,1731
male,81,199,19,very_active,3101
female,88,153,20,extra_active,2993
male,70,168,23,extra_active,2801
female,65,172,20,extra_active,2782
female,72,175,19,light_exercise,2142
female,89,167,21,extra_active,3169
female,53,167,22,sedentary,1563
female,46,162,23,sedentary,1436
male,90,186,24,moderate_exercise,2761
male,58,184,20,moderate_exercise,2277
female,76,172,19,extra_active,3000
female,40,162,19,light_exercise,1590
female,61,177,23,light_exercise,1980
female,41,156,24,very_active,1904
female,60,170,18,sedentary,1694
female,79,176,18,light_exercise,2254
male,89,183,19,very_active,3067
male,96,184,22,moderate_exercise,2850
female,68,165,24,light_exercise,1967
male,80,159,24,light_exercise,2080
female,48,177,24,sedentary,1566
male,55,174,22,moderate_exercise,2118
female,78,158,24,sedentary,1784
female,85,158,18,sedentary,1904
male,64,173,22,light_exercise,1994
male,71,193,21,light_exercise,2269
male,61,173,23,moderate_exercise,2194
female,63,158,19,extra_active,2587
male,84,175,23,sedentary,1989
male,94,169,22,sedentary,2070
female,85,164,24,sedentary,1913
male,94,194,22,moderate_exercise,2916
male,95,177,18,moderate_exercise,2798
female,71,178,22,light_exercise,2133
male,63,162,20,extra_active,2625
female,49,166,21,sedentary,1514
male,72,166,18,light_exercise,2071
female,88,176,24,very_active,2931
male,92,164,23,light_exercise,2295
female,75,166,20,light_exercise,2099
male,84,185,24,moderate_exercise,2659
male,93,151,23,extra_active,3036
female,61,156,22,sedentary,1577
female,70,159,22,extra_active,2703
female,84,163,20,very_active,2756
male,88,163,18,moderate_exercise,2554
female,78,167,20,sedentary,1875
male,99,197,22,light_exercise,2682
female,57,162,19,extra_active,2520
male,57,180,20,light_exercise,1972
male,91,199,21,moderate_exercise,2926
female,51,150,19,light_exercise,1638
female,75,158,23,extra_active,2777
female,73,171,23,light_exercise,2094
female,65,170,20,moderate_exercise,2250
male,69,191,21,light_exercise,2224
male,84,154,24,extra_active,2891
female,57,166,23,extra_active,2530
female,59,178,18,very_active,2504
male,51,188,21,sedentary,1703
female,50,165,18,extra_active,2432
male,78,196,20,light_exercise,2398
male,60,190,19,very_active,2642
female,72,167,20,light_exercise,2066
female,73,161,21,light_exercise,2022
male,80,199,18,extra_active,3406
male,69,193,19,extra_active,3116
male,55,175,20,moderate_exercise,2143
female,78,173,21,moderate_exercise,2473
female,75,174,22,extra_active,2976
female,64,178,23,extra_active,2805
female,82,156,24,moderate_exercise,2347
female,73,159,23,moderate_exercise,2244
female,72,172,23,moderate_exercise,2354
male,56,152,24,extra_active,2335
female,81,179,24,moderate_exercise,2554
female,49,170,24,very_active,2193
male,53,175,21,extra_active,2580
female,82,171,24,light_exercise,2211
female,60,176,22,light_exercise,1965
male,78,160,23,sedentary,1805
male,67,197,24,light_exercise,2228
female,41,153,21,moderate_exercise,1705
female,67,176,20,sedentary,1811
female,48,166,22,extra_active,2368
male,87,164,21,extra_active,3095
male,96,193,21,sedentary,2280
female,73,168,22,extra_active,2867
female,55,164,24,moderate_exercise,2006
female,82,157,22,sedentary,1836
female,51,173,22,very_active,2277
male,68,177,22,moderate_exercise,2349
male,77,188,18,moderate_exercise,2626
female,42,160,22,extra_active,2183
male,63,161,24,very_active,2338
female,45,169,19,extra_active,2375
male,55,150,19,extra_active,2340
female,65,153,23,moderate_exercise,2062
female,65,158,21,light_exercise,1886
female,63,157,20,sedentary,1620
female,52,179,22,moderate_exercise,2120
female,54,164,21,moderate_exercise,2013
male,71,192,19,sedentary,1985
female,52,170,21,very_active,2271
male,57,194,22,moderate_exercise,2343
female,82,172,19,light_exercise,2254
female,47,178,22,moderate_exercise,2033
female,89,176,18,very_active,3000
male,51,194,20,very_active,2521
female,55,173,21,sedentary,1638
male,93,193,24,very_active,3200
female,47,155,24,very_active,1997
female,86,177,21,moderate_exercise,2635
female,61,162,18,extra_active,2606
female,41,166,18,very_active,2064
female,54,158,22,very_active,2167
male,53,190,19,extra_active,2777
male,52,157,20,extra_active,2356
female,49,157,24,moderate_exercise,1845
male,60,161,23,moderate_exercise,2062
male,57,187,24,extra_active,2770
male,93,183,18,extra_active,3463
female,70,167,20,extra_active,2817
male,52,192,24,light_exercise,1979
female,67,154,20,moderate_exercise,2126
male,61,154,23,very_active,2236
male,94,196,19,extra_active,3627
female,48,167,19,moderate_exercise,1965
male,85,195,21,light_exercise,2479
male,68,197,22,very_active,2829
male,50,169,24,extra_active,2423
male,68,189,18,extra_active,3059
male,79,153,24,very_active,2528
male,85,184,23,light_exercise,2370
female,43,151,19,sedentary,1341
male,80,174,23,light_exercise,2216
male,52,151,21,very_active,2066
female,76,178,18,moderate_exercise,2513
female,48,170,18,moderate_exercise,2002
female,81,171,22,very_active,2773
male,58,174,21,extra_active,2663
male,76,157,24,light_exercise,2008
female,79,167,18,sedentary,1899
male,63,169,18,sedentary,1722
female,86,161,23,moderate_exercise,2465
male,63,190,20,extra_active,2957
male,53,176,21,sedentary,1637
female,54,175,19,moderate_exercise,2136
male,72,188,22,extra_active,3086
female,74,159,21,very_active,2532
male,79,184,18,light_exercise,2322
female,75,166,23,moderate_exercise,2343
male,87,181,21,sedentary,2082
male,95,171,21,extra_active,3330
female,77,179,18,extra_active,3112
female,43,171,18,sedentary,1497
female,77,155,19,light_exercise,2039
female,72,167,22,moderate_exercise,2314
female,77,161,23,very_active,2588
male,95,179,23,extra_active,3406
female,83,171,22,very_active,2808
female,77,176,21,moderate_exercise,2486
male,79,189,20,light_exercise,2352
male,76,176,18,moderate_exercise,2494
female,59,151,21,very_active,2187
female,59,177,24,moderate_exercise,2194
female,82,161,19,extra_active,2983
female,49,157,23,extra_active,2271
female,89,162,20,moderate_exercise,2544
male,91,152,24,extra_active,3000
female,53,152,22,light_exercise,1662
male,53,186,23,sedentary,1700
male,96,183,18,very_active,3196
female,67,162,20,light_exercise,1955
male,89,168,18,very_active,2914
female,43,172,22,sedentary,1481
male,95,192,18,very_active,3276
male,76,162,18,moderate_exercise,2358
female,84,176,22,very_active,2879
male,86,167,20,moderate_exercise,2546
female,44,170,18,moderate_exercise,1940
female,76,167,21,light_exercise,2114
female,67,159,23,sedentary,1665
female,62,178,23,very_active,2512
male,54,195,21,very_active,2575
male,65,158,18,very_active,2392
male,75,192,18,very_active,2931
female,60,162,22,extra_active,2549
female,55,157,23,very_active,2165
male,64,193,20,moderate_exercise,2457
female,40,160,21,extra_active,2155
female,85,179,24,light_exercise,2321
male,66,176,19,extra_active,2858
male,74,198,20,extra_active,3261
male,96,188,21,very_active,3224
female,54,170,22,extra_active,2530
male,79,182,22,light_exercise,2278
male,76,178,24,very_active,2745
male,89,156,21,moderate_exercise,2478
male,89,178,20,light_exercise,2395
female,64,159,20,extra_active,2608
male,95,191,20,moderate_exercise,2918
male,90,161,19,light_exercise,2269
female,74,155,24,moderate_exercise,2213
female,89,168,24,extra_active,3152
male,88,164,18,extra_active,3143
male,92,197,21,moderate_exercise,2922
male,62,156,24,moderate_exercise,2037
male,85,173,24,sedentary,1980
female,75,159,19,sedentary,1785
male,66,189,23,light_exercise,2152
female,86,164,22,sedentary,1937
male,99,199,19,sedentary,2373
male,71,178,20,light_exercise,2147
male,56,187,24,very_active,2497
female,54,170,20,very_active,2314
female,76,166,21,extra_active,2910
male,92,189,23,sedentary,2190
female,41,160,23,very_active,1956
female,89,179,18,extra_active,3340
male,90,180,24,moderate_exercise,2703
male,85,164,24,extra_active,3029
female,69,160,24,light_exercise,1937
male,77,171,23,very_active,2696
female,47,161,18,sedentary,1470
male,51,158,19,moderate_exercise,1924
male,69,193,18,very_active,2838
male,63,153,19,sedentary,1596
male,59,178,22,very_active,2469
female,49,168,19,light_exercise,1766
female,73,159,20,very_active,2523
female,42,150,24,sedentary,1292
male,66,178,22,light_exercise,2065
female,67,156,23,extra_active,2601
male,85,180,20,light_exercise,2357
female,77,152,23,sedentary,1733
female,63,159,21,sedentary,1629
male,72,153,23,light_exercise,1925
male,96,150,20,light_exercise,2250
female,46,150,21,extra_active,2150
female,42,176,19,extra_active,2402
female,68,170,18,very_active,2573
male,83,185,20,sedentary,2070
female,74,150,23,moderate_exercise,2172
male,70,168,19,very_active,2577
male,86,198,19,very_active,3177
male,98,182,18,extra_active,3546
female,49,165,19,sedentary,1518
female,82,172,23,light_exercise,2226
male,75,152,24,very_active,2448
male,51,164,18,light_exercise,1766
female,53,156,24,extra_active,2326
male,74,152,24,extra_active,2677
male,65,194,19,light_exercise,2209
male,56,183,18,sedentary,1743
male,55,168,23,very_active,2284
female,63,154,19,very_active,2305
female,55,164,22,light_exercise,1793
female,48,151,24,very_active,1971
male,57,192,19,very_active,2612
male,93,194,23,moderate_exercise,2893
male,50,157,20,very_active,2105
female,58,170,23,moderate_exercise,2118
male,75,163,23,very_active,2575
female,55,170,20,light_exercise,1858
female,68,160,21,very_active,2439
female,77,151,24,sedentary,1719
female,62,153,18,moderate_exercise,2054
male,54,160,21,moderate_exercise,1975
female,86,178,22,sedentary,2042
male,98,174,21,light_exercise,2477
male,79,191,19,moderate_exercise,2678
male,72,158,18,extra_active,2767
female,85,152,18,moderate_exercise,2401
male,53,157,24,moderate_exercise,1907
female,49,175,18,very_active,2299
male,94,199,20,moderate_exercise,2980
female,51,170,19,sedentary,1580
female,79,173,23,very_active,2752
male,72,165,23,light_exercise,2028
male,92,168,19,moderate_exercise,2657
male,95,176,22,sedentary,2135
female,53,169,23,extra_active,2489
female,89,178,21,very_active,2995
female,48,169,22,moderate_exercise,1961
male,97,174,24,moderate_exercise,2754
male,59,193,23,extra_active,2888
female,82,161,22,very_active,2683
female,52,153,19,light_exercise,1678
female,46,175,18,light_exercise,1791
female,79,154,21,light_exercise,2044
female,41,161,21,sedentary,1380
female,77,164,20,very_active,2646
female,79,167,22,light_exercise,2149
male,70,150,19,very_active,2383
female,56,160,19,extra_active,2478
female,60,155,19,moderate_exercise,2035
male,67,168,23,moderate_exercise,2238
male,72,154,20,extra_active,2701
female,49,167,18,extra_active,2437
male,55,174,18,very_active,2392
female,48,157,22,light_exercise,1637
male,86,182,24,extra_active,3261
female,83,152,23,moderate_exercise,2331
female,58,160,24,sedentary,1559
male,50,170,20,very_active,2245
female,81,178,20,moderate_exercise,2575
female,59,167,18,light_exercise,1901
female,68,164,22,moderate_exercise,2223
male,99,196,24,very_active,3336
male,71,164,22,moderate_exercise,2269
male,62,174,24,light_exercise,1961
female,40,152,22,light_exercise,1484
female,61,166,18,very_active,2409
male,66,165,23,sedentary,1698
female,71,159,23,sedentary,1713
male,64,165,18,moderate_exercise,2201
female,54,162,23,extra_active,2425
female,67,155,21,sedentary,1647
female,79,157,21,moderate_exercise,2333
male,87,176,19,extra_active,3257
female,44,166,23,light_exercise,1652
male,94,173,20,sedentary,2112
male,87,189,23,moderate_exercise,2752
male,59,173,24,light_exercise,1912
male,98,193,18,light_exercise,2661
female,46,153,21,sedentary,1380
female,68,157,19,light_exercise,1932
male,98,168,24,sedentary,2099
female,72,167,20,extra_active,2855
female,73,178,24,moderate_exercise,2420
female,57,169,21,light_exercise,1870
female,66,160,22,moderate_exercise,2153
female,84,166,19,light_exercise,2230
female,85,161,22,moderate_exercise,2457
female,89,168,21,moderate_exercise,2595
male,51,194,23,sedentary,1736
female,41,160,18,light_exercise,1594
female,87,175,21,extra_active,3226
female,55,178,19,light_exercise,1934
male,62,153,20,sedentary,1578
female,56,150,18,light_exercise,1714
male,99,174,24,sedentary,2156
male,72,169,21,extra_active,2869
female,81,159,18,very_active,2678
male,92,194,18,moderate_exercise,2916
male,54,184,22,moderate_exercise,2199
male,57,195,23,very_active,2609
female,81,157,18,moderate_exercise,2387
male,52,166,24,moderate_exercise,1979
female,66,175,24,extra_active,2798
female,62,175,22,extra_active,2741
female,79,169,20,light_exercise,2180
female,80,166,24,sedentary,1868
female,81,167,23,sedentary,1893
female,72,168,19,extra_active,2877
female,59,178,24,light_exercise,1955
male,58,156,22,moderate_exercise,1990
female,82,175,18,moderate_exercise,2577
male,85,151,18,extra_active,2931
male,66,172,23,moderate_exercise,2261
male,61,156,23,moderate_exercise,2029
male,84,185,22,moderate_exercise,2674
male,84,188,20,sedentary,2105
male,55,165,23,extra_active,2480
male,83,184,18,sedentary,2075
female,85,162,22,sedentary,1910
female,74,178,21,sedentary,1904
male,65,159,20,light_exercise,1901
male,92,153,18,extra_active,3088
male,88,167,23,very_active,2842
male,79,161,19,very_active,2657
female,86,161,21,very_active,2760
male,84,167,22,sedentary,1935
female,88,170,22,sedentary,2006
female,49,177,18,light_exercise,1850
male,64,157,19,light_exercise,1877
male,55,196,20,sedentary,1817
male,51,197,24,extra_active,2774
male,70,188,20,moderate_exercise,2502
female,68,153,19,very_active,2381
female,76,167,21,sedentary,1845
male,68,184,18,sedentary,1895
male,61,153,22,light_exercise,1781
female,50,154,23,extra_active,2254
male,70,197,19,very_active,2890
male,91,177,21,very_active,3019
female,63,177,22,extra_active,2784
male,82,160,21,light_exercise,2137
male,63,173,18,extra_active,2774
female,51,153,18,moderate_exercise,1884
female,45,171,23,moderate_exercise,1926
male,58,155,22,extra_active,2428
male,90,193,21,light_exercise,2530
female,66,173,21,moderate_exercise,2287
male,87,199,23,extra_active,3492
female,69,171,18,moderate_exercise,2337
female,79,151,24,sedentary,1743
female,77,176,20,light_exercise,2212
male,86,156,19,sedentary,1895
male,81,172,23,extra_active,3057
female,70,169,19,very_active,2588
male,86,193,21,extra_active,3420
male,82,190,24,sedentary,2072
male,74,182,24,sedentary,1916
female,77,171,22,moderate_exercise,2430
female,83,152,20,moderate_exercise,2354
male,91,161,21,very_active,2847
female,46,151,22,sedentary,1359
female,75,176,20,very_active,2741
female,43,173,19,moderate_exercise,1946
female,73,176,19,moderate_exercise,2440
male,55,160,20,light_exercise,1772
female,65,168,20,moderate_exercise,2230
male,92,169,23,light_exercise,2338
female,45,150,22,sedentary,1340
male,66,185,24,very_active,2648
female,54,155,24,sedentary,1473
male,51,174,19,light_exercise,1845
male,99,153,23,extra_active,3173
male,98,182,20,extra_active,3527
male,59,198,24,sedentary,1856
female,72,158,20,moderate_exercise,2242
male,94,192,23,very_active,3215
male,78,199,19,light_exercise,2431
female,73,159,23,light_exercise,1991
male,66,179,24,sedentary,1797
male,88,163,19,extra_active,3121
female,74,167,20,extra_active,2893
male,96,197,23,sedentary,2298
male,53,164,19,moderate_exercise,2013
male,68,159,24,moderate_exercise,2159
female,67,154,18,extra_active,2625
female,86,154,20,sedentary,1874
male,97,187,22,light_exercise,2568
male,63,168,19,light_exercise,1958
male,87,157,21,sedentary,1902
female,78,160,23,light_exercise,2068
male,81,171,21,light_exercise,2218
male,96,199,23,very_active,3325
male,55,194,24,very_active,2556
male,73,183,21,extra_active,3055
male,96,159,23,light_exercise,2307
male,92,156,20,moderate_exercise,2533
female,55,174,22,moderate_exercise,2118
female,85,158,21,extra_active,2986
female,78,155,23,moderate_exercise,2283
male,51,153,19,extra_active,2299
female,83,160,22,extra_active,2962
female,58,174,19,sedentary,1694
male,59,176,23,extra_active,2687
female,82,173,24,light_exercise,2228
male,50,196,21,moderate_exercise,2261
male,64,167,18,light_exercise,1970
female,44,176,22,light_exercise,1745
female,42,150,19,extra_active,2093
male,78,155,19,sedentary,1791
male,95,186,23,sedentary,2204
female,65,177,19,sedentary,1800
male,67,194,19,very_active,2806
male,50,168,20,moderate_exercise,1998
male,91,174,20,sedentary,2084
male,66,158,19,moderate_exercise,2157
male,71,187,23,sedentary,1923
male,58,199,23,light_exercise,2128
male,72,167,18,moderate_exercise,2345
female,50,171,24,light_exercise,1771
female,55,169,19,light_exercise,1857
female,64,165,24,moderate_exercise,2155
female,74,169,20,light_exercise,2111
female,86,168,20,very_active,2845
female,56,171,18,extra_active,2618
male,74,185,23,very_active,2795
female,58,150,18,very_active,2185
male,57,150,23,sedentary,1478
female,81,173,23,extra_active,3069
male,93,168,24,very_active,2931
male,76,185,23,very_active,2829
male,71,174,20,light_exercise,2113
female,59,156,24,extra_active,2440
female,48,170,18,extra_active,2454
female,77,167,20,sedentary,1863
male,60,165,20,moderate_exercise,2124
male,77,153,18,moderate_exercise,2287
female,43,167,20,light_exercise,1668
male,53,154,21,sedentary,1472
female,51,163,18,extra_active,2428
female,67,169,24,very_active,2493
female,75,159,24,sedentary,1755
female,84,160,22,moderate_exercise,2432
male,67,183,18,light_exercise,2149
male,77,164,18,extra_active,2934
female,79,152,22,extra_active,2791
male,73,197,22,extra_active,3211
female,53,170,23,extra_active,2501
female,81,169,20,sedentary,1926
female,48,162,24,light_exercise,1666
male,67,173,18,moderate_exercise,2325
female,63,154,23,light_exercise,1810
female,70,169,22,sedentary,1782
male,63,156,20,very_active,2318
female,55,160,18,moderate_exercise,2013
female,41,160,21,light_exercise,1573
female,69,174,21,sedentary,1814
female,41,176,23,extra_active,2345
female,88,161,24,light_exercise,2207
female,63,163,20,extra_active,2637
female,68,158,23,moderate_exercise,2157
male,70,172,23,sedentary,1799
female,65,168,23,moderate_exercise,2207
female,69,154,23,extra_active,2615
female,84,178,22,light_exercise,2312
female,69,158,22,sedentary,1688
male,99,172,19,very_active,3121
female,61,171,21,extra_active,2684
male,55,156,21,light_exercise,1731
male,53,151,20,sedentary,1455
male,89,162,20,extra_active,3119
female,69,165,22,extra_active,2755
female,89,158,20,moderate_exercise,2506
female,68,152,24,light_exercise,1855
female,47,171,21,extra_active,2418
male,63,188,22,very_active,2646
female,72,157,20,extra_active,2736
male,78,168,24,light_exercise,2130
female,60,164,24,moderate_exercise,2083
male,81,193,20,sedentary,2106
female,78,175,19,very_active,2791
male,76,172,21,very_active,2707
male,71,189,22,moderate_exercise,2511
female,79,155,19,extra_active,2855
male,81,193,22,extra_active,3316
male,92,162,23,light_exercise,2278
female,63,166,24,sedentary,1664
male,50,198,18,extra_active,2824
male,59,155,21,very_active,2230
male,72,182,23,sedentary,1898
female,68,165,23,very_active,2476
female,85,161,23,very_active,2726
female,80,159,19,light_exercise,2114
male,53,160,23,sedentary,1505
male,88,189,24,extra_active,3382
female,44,176,23,moderate_exercise,1959
male,68,189,22,very_active,2743
male,99,174,22,moderate_exercise,2800
male,82,184,23,extra_active,3219
male,60,156,22,light_exercise,1793
female,89,159,22,light_exercise,2218
male,69,194,20,sedentary,1970
female,58,161,20,light_exercise,1822
female,55,164,22,moderate_exercise,2021
female,65,164,21,sedentary,1691
female,50,179,24,extra_active,2542
male,59,161,22,light_exercise,1822
female,51,170,23,moderate_exercise,2010
male,67,181,21,moderate_exercise,2380
male,80,184,20,sedentary,2027
male,92,180,23,very_active,3052
female,51,158,23,extra_active,2321
female,86,161,21,very_active,2760
male,56,160,23,moderate_exercise,1990
female,80,162,20,extra_active,2948
female,75,150,21,very_active,2452
male,89,189,21,moderate_exercise,2798
male,61,191,23,moderate_exercise,2368
female,65,155,24,extra_active,2542
female,63,171,19,light_exercise,1984
female,48,173,21,sedentary,1554
male,91,190,22,moderate_exercise,2831
female,46,159,18,very_active,2075
female,46,172,22,extra_active,2402
male,51,168,22,moderate_exercise,1998
male,52,167,18,sedentary,1575
female,57,177,22,moderate_exercise,2178
male,77,160,23,sedentary,1793
female,76,175,24,sedentary,1887
female,53,156,23,extra_active,2335
male,79,186,18,moderate_exercise,2637
female,76,163,23,extra_active,2855
female,60,162,24,extra_active,2530
female,71,150,22,very_active,2374
female,64,162,24,very_active,2366
female,87,160,20,sedentary,1931
female,66,156,19,sedentary,1655
male,64,178,24,light_exercise,2023
male,60,183,22,sedentary,1767
female,50,173,20,sedentary,1584
female,70,179,22,sedentary,1857
female,62,157,24,extra_active,2508
male,56,170,23,moderate_exercise,2087
female,88,151,18,very_active,2713
male,80,154,19,extra_active,2862
female,46,174,22,light_exercise,1755
female,86,162,22,light_exercise,2202
female,76,173,19,sedentary,1902
male,71,152,20,moderate_exercise,2168
male,84,198,18,moderate_exercise,2831
male,61,181,18,extra_active,2831
female,76,178,24,light_exercise,2188
female,86,152,24,moderate_exercise,2370
male,85,191,18,sedentary,2151
male,79,150,20,very_active,2530
female,61,177,23,moderate_exercise,2232
female,53,170,19,light_exercise,1838
female,76,165,22,moderate_exercise,2356
male,70,171,24,light_exercise,2046
female,58,178,19,very_active,2478
female,68,157,18,sedentary,1692
male,75,153,22,extra_active,2727
female,75,179,20,extra_active,3055
male,68,190,24,very_active,2737
male,80,171,20,moderate_exercise,2492
male,51,159,23,very_active,2118
female,41,166,20,sedentary,1424
female,42,155,18,moderate_exercise,1764
female,55,179,18,extra_active,2694
male,54,172,20,very_active,2336
female,59,178,19,very_active,2495
male,85,152,19,light_exercise,2123
female,55,162,19,very_active,2254
male,60,171,22,extra_active,2656
male,89,154,19,extra_active,3033
male,75,150,18,light_exercise,1975
female,49,151,20,extra_active,2228
male,73,183,20,moderate_exercise,2500
female,83,165,18,light_exercise,2214
male,55,167,23,light_exercise,1812
male,93,151,24,sedentary,1911
female,89,177,18,moderate_exercise,2705
male,73,155,20,light_exercise,1977
female,50,150,22,moderate_exercise,1808
male,56,179,22,extra_active,2675
female,89,151,19,very_active,2722
female,85,155,19,sedentary,1875
female,48,161,18,light_exercise,1698
male,81,156,21,extra_active,2886
female,50,169,18,light_exercise,1795
female,57,178,21,extra_active,2691
male,74,185,19,sedentary,1968
female,89,152,24,moderate_exercise,2416
male,98,157,23,moderate_exercise,2612
female,54,155,21,light_exercise,1709
male,83,153,18,light_exercise,2111
male,67,168,23,moderate_exercise,2238
male,50,193,24,very_active,2459
female,66,175,19,sedentary,1797
female,78,159,19,very_active,2618
male,91,170,24,extra_active,3214
female,82,159,19,light_exercise,2142
male,96,177,22,sedentary,2154
female,62,156,18,sedentary,1613
female,58,173,20,extra_active,2660
female,83,160,24,moderate_exercise,2401
male,71,184,24,extra_active,3000
female,55,179,24,sedentary,1665
female,79,157,19,moderate_exercise,2349
female,52,163,24,moderate_exercise,1950
female,87,155,22,sedentary,1881
male,87,198,19,light_exercise,2546
male,53,173,22,extra_active,2546
male,60,181,20,very_active,2536
female,67,162,24,sedentary,1682
male,81,150,21,sedentary,1778
male,50,172,21,light_exercise,1800
male,80,193,20,sedentary,2094
male,94,182,20,light_exercise,2498
female,49,179,21,very_active,2316
male,55,196,20,moderate_exercise,2347
male,57,180,20,sedentary,1721
female,67,163,24,very_active,2428
female,85,176,19,very_active,2922
male,87,197,18,very_active,3192
male,69,163,22,very_active,2480
female,42,166,19,extra_active,2283
male,52,182,19,light_exercise,1927
male,56,153,23,light_exercise,1705
female,40,161,22,extra_active,2157
male,66,186,23,moderate_exercise,2397
female,40,158,20,sedentary,1352
